Fichier,Egalite,Similitude
json_1.json,false,0.94736844
json_2.json,false,0.9444444
json_3.json,false,0.0
json_4.json,false,0.9444444
json_5.json,false,0.9444444
json_6.json,false,0.96875
json_7.json,false,0.9722222
json_8.json,false,0.0
